#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2022-09-02T18:25:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ631248d42a3e4c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-order=I
#-out.src=I/239/hip_main
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=hipparcos&HTTPPRM:&&-ref=VIZ631248d42a3e4c&-out.max=50&-out.form=HTML Table&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HIP&-out=Vmag&Vmag=<=6&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/239/hip_main
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-out=HIP
#-out=Vmag
#Vmag=<=6
#-out=Plx
#-out=pmRA
#-out=pmDE
#-out=e_Plx
#-out=B-V
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
HIP|Vmag|Plx|pmRA|pmDE|e_Plx|B-V|_RA.icrs|_DE.icrs
  6411| 4.87|  16.68|   32.21|    8.73|  0.70| 1.077|020.58508262|+45.52877782
  6492| 5.97|   3.94|   -5.59|   -9.30|  0.68| 1.677|020.85395412|+20.46896730
  6502| 5.84|   3.67|  -15.51|  -45.83|  0.71| 1.612|020.87898961|-30.94561738
  6514| 5.60|  15.43|   81.77|  -19.64|  0.73| 0.276|020.91923378|+37.71494260
  6537| 3.60|  28.48|  -78.38| -206.88|  0.77| 1.065|021.00585424|-08.18325655
  6564| 5.92|  22.33|   31.05|    5.12|  0.95| 0.407|021.08542977|-06.91465609
  6592| 5.42|  13.22|   16.95|  -36.94|  0.64| 1.030|021.16994358|-41.49254863
  6631| 5.92|   3.23|   23.15|  -17.10|  0.55| 1.561|021.27211130|-64.36947786
  6670| 4.90|  11.31|   42.54|  -17.25|  0.68| 1.231|021.40514554|-14.59879630
  6686| 2.66|  32.81|  297.24|  -49.49|  0.62| 0.160|021.45396795|+60.23528317
  6692| 4.72|  16.89|   75.07|   26.82|  0.56| 1.047|021.48342387|+68.13001258
  6706| 5.35|  38.35|  -26.80|   10.16|  0.78| 0.395|021.56359189|+19.17234565
  6711| 5.98|  24.21|  108.31|  -60.45|  0.74| 0.520|021.57785833|+43.45773913
  6732| 5.50|  10.63|   50.82|  -58.73|  0.77| 1.106|021.67365999|+19.24042201
  6748| 5.51|  27.55|   14.53|    9.01|  0.74| 0.321|021.71485460|-13.05651201
  6813| 4.83|  35.33|  356.99| -109.32|  0.82| 0.421|021.91409059|+45.40668716
  6867| 3.41|  13.94|  -18.21| -207.71|  0.64| 1.542|022.09136277|-43.31823391
  6960| 5.11|  14.72|   55.64|    3.22|  0.78| 0.028|022.40056313|-21.62933894
  6999| 5.27|  11.26|    0.64|  -42.53|  0.77| 0.999|022.52542734|+47.00727374
  7007| 4.84|   9.05|  293.23|  -46.36|  0.73| 1.372|022.54631280|+06.14382046
  7016| 5.92|   7.35|   43.67|    1.40|  0.73| 1.327|022.59543810|-26.20785122
  7078| 5.82|  34.19|  137.53|  -76.00|  0.57| 0.489|022.80731710|+70.26460388
  7083| 3.93|  22.15|  138.22|  154.20|  0.61| 0.972|022.81293588|-49.07270222
  7097| 3.62|  11.09|   25.73|   -3.29|  0.82| 0.974|022.87087261|+15.34582301
  7118| 5.79|  10.74|   -4.43|  -64.34|  0.76| 1.073|022.93020240|-30.28308140
  7213| 5.49|  12.29|    0.09|  -20.33|  0.89| 1.021|023.23355086|-36.86523102
  7251| 5.69|   1.67|    3.78|   -4.66|  0.69| 1.435|023.35713347|+58.32733390
  7276| 5.75|  33.71|  176.82|  -81.49|  0.72| 0.639|023.42848750|-07.02534086
  7294| 4.68|  15.96|  -43.06|  -23.18|  0.68| 0.991|023.48282037|+59.23204031
  7321| 5.90|   8.32|   12.62|  -21.00|  0.86|-0.067|023.56919364|+37.23714649
  7345| 5.62|  16.32|   94.70|   -2.67|  0.75| 0.066|023.65741154|-15.67635919
  7359| 5.90|   5.46|   30.10|  -65.92|  0.74| 1.536|023.70444113|+18.46051216
  7447| 5.95|  16.75|  149.18|   21.16|  0.82| 0.259|023.97815181|+17.43384108
  7450| 5.41|   5.94|   19.14|   13.53|  0.73| 1.226|023.99570321|-15.40018295
  7463| 5.69|  16.13|  119.68|   47.98|  0.97| 0.335|024.03545682|-29.90731698
  7513| 4.10|  74.25| -172.57| -381.01|  0.72| 0.536|024.19934491|+41.40545884
  7535| 5.54|  29.58|  -74.90|    9.96|  1.42| 0.347|024.27465281|+12.14153479
  7568| 5.66|   8.94|   34.69|   23.45|  0.50| 0.939|024.36667431|-84.76959317
  7588| 0.45|  22.68|   88.02|  -40.08|  0.57|-0.158|024.42852736|-57.23675749
  7601| 5.88|  36.86|  122.30|  120.70|  0.52| 0.620|024.48151406|-82.97499539
  7607| 3.59|  18.76|   60.90| -112.42|  0.74| 1.275|024.49815046|+48.62821317
  7617| 5.55|   2.86|    2.98|   -5.54|  0.70| 1.388|024.53152910|+57.97763141
  7643| 5.94|  10.10|  -13.27| -122.36|  0.68| 1.045|024.61451877|-36.52825070
  7650| 5.28|   7.30|  -11.81|  -13.23|  0.70| 0.972|024.62882287|+73.04003987
  7679| 5.58|  14.21|  129.52|   37.13|  0.77| 0.346|024.71578706|-21.27538422
  7719| 5.01|  13.46|  -20.49|   14.95|  0.76| 0.883|024.83750969|+44.38616461
  7740| 5.98|   7.18|   82.41|  -11.56|  0.90| 1.119|024.92007520|+16.40585785
  7751| 5.76| 122.75|  286.10|   16.66|  1.41| 0.880|024.94809594|-56.19640017
  7818| 4.96|   4.79|   16.67|  -23.50|  0.74|-0.068|025.14507074|+40.57704912
  7825| 5.63|  12.15|  111.06|  -31.65|  0.87| 0.214|025.16520588|+43.29768692
  7884| 4.45|   8.86|  -22.73|    3.61|  0.77| 1.347|025.35789264|+05.48761322
  7906| 5.97|   6.23|   -8.10|   -6.50|  0.80| 1.015|025.41348626|+30.04711962
  7916| 5.75|  26.83|   60.10| -411.71|  0.96| 0.443|025.43680768|-11.32466884
  7918| 4.96|  79.09|  791.35| -180.16|  0.83| 0.618|025.44642903|+42.61336900
  7921| 5.70|   8.79|   12.81|  -40.52|  0.53| 1.264|025.44986456|-60.78933951
  7941| 5.70|  10.71|  -29.32|  -16.70|  0.71|-0.010|025.51247427|-36.83230480
  7943| 5.63|  12.61|   49.41|  -24.67|  0.68|-0.059|025.51454276|+35.24570709
  7955| 5.25|  15.02|  -74.79|  -46.35|  0.72| 1.044|025.53580826|-32.32697025
  7965| 5.57|   7.34|   53.08|  -10.34|  0.61|-0.049|025.58553014|+68.04302111
  7978| 5.52|  57.63|  166.97| -106.71|  0.64| 0.551|025.62214875|-53.74083406
  7981| 5.24| 133.91| -302.12| -677.40|  0.91| 0.836|025.62400804|+20.26850445
  7999| 4.98|   2.71|  -11.67|  -34.38|  0.90| 1.378|025.68129205|-03.69020048
  8016| 5.18|  11.62|   76.62|  -13.62|  0.54|-0.022|025.73276503|+70.62252570
  8046| 5.78|   3.57|   13.57|  -15.78|  0.71|-0.010|025.83230667|+60.55133256
  8068| 4.01|   4.55|   24.08|  -13.59|  0.75|-0.098|025.91515608|+50.68873247
  8102| 3.49| 274.17|-1721.82|  854.07|  0.80| 0.727|026.01701214|-15.93748006
  8198| 4.26|  12.63|   70.82|   38.99|  0.86| 0.942|026.34846064|+09.15773579
  8209| 5.29|  36.46|  159.48|  -72.38|  1.01| 0.395|026.41148804|-25.05260995
  8230| 5.37|   6.40|   -9.09|  -29.69|  0.78| 1.517|026.49691854|-05.73329912
  8240| 5.49|   4.80|   43.66|  -17.45|  0.63| 1.615|026.52485968|-50.81625558
  8241| 5.04|  17.54|  126.45|   59.04|  0.62| 0.031|026.52609562|-53.52203715
  8362| 5.63| 100.24|  582.05| -246.83|  0.68| 0.804|026.93681135|+63.85250114
  8387| 5.86|  11.37|   55.87|  -32.97|  0.76|-0.039|027.04556987|+16.95555079
  8404| 5.91|   9.95|   -9.17|   17.68|  0.89| 0.970|027.10841032|+03.68544661
  8423| 5.94|  10.57|  111.84|  -27.04|  0.72| 0.975|027.16218592|+37.95287011
  8433| 5.78|  36.65| -166.73|  297.35|  0.73| 0.572|027.17317997|+32.69020977
  8497| 4.66|  42.35| -148.90|  -94.47|  0.87| 0.333|027.39626131|-10.68641035
  8544| 5.83|   5.68|  -14.32|   -7.55|  1.09| 0.743|027.53571352|+22.27533825
  8588| 5.92|  23.46|  -69.33|  -27.84|  1.02| 0.302|027.71655322|+11.04337823
  8593| 5.94|  13.37|  -47.97|   -4.30|  0.64| 0.154|027.72681248|-50.20613758
  8598| 5.96|  22.42|   41.16| -115.50|  0.67| 0.419|027.73803109|+51.93341736
  8645| 3.74|  12.59|   38.78|  -38.04|  0.85| 1.136|027.86513997|-10.33503772
  8704| 5.53|   3.17|   12.53|   -8.25|  0.66|-0.175|027.99716741|+55.14738474
  8714| 5.70|   6.63|   18.39|  -28.68|  0.73|-0.067|028.03904598|+50.79279388
  8778| 5.78|   9.87|   41.36|  -51.94|  0.79| 0.260|028.21713684|-16.92924975
  8796| 3.42|  50.87|   12.02| -233.69|  0.82| 0.488|028.27044954|+29.57882927
  8814| 5.42|   6.04|   -9.60|   -4.17|  0.79| 1.311|028.32226886|+40.72978960
  8832| 3.88|  15.96|   79.43|  -99.10|  0.85|-0.047|028.38255961|+19.29385177
  8833| 4.61|  17.11|   23.69|   23.90|  0.77| 0.928|028.38896000|+03.18753653
  8837| 4.39|  10.15|  -92.38|  -91.46|  0.60| 1.597|028.41142371|-46.30266861
  8882| 5.12|  10.55|  -34.32|  -28.34|  0.69|-0.060|028.59180481|-42.49694992
  8886| 3.35|   7.38|   31.98|  -18.66|  0.57|-0.150|028.59885632|+63.67010151
  8903| 2.64|  54.74|   96.32| -108.80|  0.75| 0.165|028.66003816|+20.80803505
  8928| 4.68|  15.04|   76.00|   73.17|  0.47| 0.931|028.73388091|-67.64730330
  8993| 5.76|   6.25|   12.06|   -8.88|  0.83| 1.185|028.96266553|+23.57732159
  9001| 5.89|   3.29|    9.42|   -6.27|  0.74| 1.599|028.97700236|+37.27778569
  9007| 3.69|  57.19|  681.24|  284.23|  0.62| 0.844|028.98946829|-51.60889586
  9009| 4.97|   4.65|   13.82|   -9.73|  0.55|-0.084|029.00010816|+68.68524180
  9021| 5.69|  10.18|  182.88|   10.54|  0.78| 1.060|029.03901622|+37.25182962
  9061| 4.92|   8.18|   62.22|  -30.19|  0.85| 1.434|029.16749154|-22.52678491
  9095| 4.82|  12.22|  101.65|    8.79|  0.59| 0.864|029.29200196|-47.38527732
  9110| 5.09|   4.95|   34.28|  -23.71|  0.95| 0.921|029.33772674|+17.81753177
  9132| 5.84|   6.85|   13.40|  -58.83|  0.82| 1.576|029.43226733|+27.80438081
  9153| 4.79|  24.49|  -91.51|  -14.45|  0.78| 0.290|029.48215492|+23.59606098
  9222| 5.70|  13.25|    6.26|   41.23|  0.71| 1.005|029.63960506|+49.20435221
  9236| 2.86|  45.74|  262.54|   26.88|  0.55| 0.290|029.69247303|-61.56985910
  9307| 5.89|   8.17|  140.80|  -14.35|  0.84| 1.031|029.89868000|+21.05856973
  9312| 5.29|  12.69|   35.76|  -15.22|  0.63| 0.002|029.90849238|+64.62160195
  9313| 5.57|  12.55|  -50.58|  -99.76|  0.62| 1.052|029.91172738|-42.03053188
  9326| 5.43|   4.88|   17.93|   15.20|  0.80| 1.640|029.94249789|-20.82453855
  9347| 3.99|  10.84|  133.01|  -24.53|  0.79| 1.554|030.00128317|-21.07783155
  9353| 5.89|  32.18|  231.21| -255.20|  0.96| 0.610|030.03816572|+03.09701499
  9372| 5.43|   5.50|   86.73|  -19.32|  0.98| 1.391|030.11176258|-08.52387312
  9440| 5.34|  11.71| -108.68| -108.79|  0.73| 0.883|030.31134638|-30.00183025
  9459| 5.15|   8.76|  -31.80|  -48.79|  0.64| 1.471|030.42656778|-44.71350896
  9480| 4.49|  27.91|  -54.46|  -10.69|  0.56| 0.164|030.48938612|+70.90702007
  9487| 3.82|  23.45|   33.29|   -0.42|  1.06| 0.024|030.51175030|+02.76375946
  9505| 4.99|   4.41|   33.79|   -3.40|  0.62|-0.071|030.57545056|+54.48754120
  9533| 5.97|   3.86|   -0.08|   -4.99|  0.98| 1.584|030.64615750|+13.47671595
  9564| 6.00|  11.49|  -12.57|  -11.69|  0.64| 0.029|030.71865218|+64.90146584
  9570| 5.50|   8.81|  -15.99|   -6.75|  0.82| 0.029|030.74148211|+33.28413510
  9572| 5.87|   9.91|   25.62|    7.32|  0.88| 0.966|030.74403780|-15.30593206
  9573| 5.59|   0.94|   -0.98|   -1.95|  0.64| 0.325|030.75078031|+64.39001815
  9589| 5.42|  11.31|   75.85|   21.74|  0.85| 0.146|030.79854146|+00.12850681
  9598| 3.95|  20.12|  -44.00|   22.51|  0.56|-0.002|030.85877233|+72.42129433
  9621| 5.64|  18.90|  125.66|    9.27|  0.71| 0.537|030.91393309|+25.93547132
  9622| 5.61|   4.98|    6.62|  -62.67|  0.81| 1.589|030.91870122|-04.10351629
  9631| 5.96|   9.89|   82.76|  -43.09|  0.88| 0.851|030.95071386|-00.34025084
  9640| 2.10|   9.19|   43.08|  -50.85|  0.73| 1.370|030.97480447|+42.32972473
  9677| 4.68|   9.03|   12.56|    8.54|  0.78|-0.156|031.12266035|-29.29681890
  9727| 5.27|  29.80|  138.90|  -47.56|  0.56| 0.345|031.28092264|+77.28134094
  9763| 5.22|   7.65|  -12.19|  -20.49|  0.52| 0.954|031.38145064|+76.11506048
  9836| 5.03|  17.40|   20.62|  -35.84|  0.88| 0.121|031.64135619|+22.64831693
  9884| 2.01|  49.48|  190.73| -145.77|  0.99| 1.151|031.79336293|+23.46242313
  9977| 4.78|  16.48|  154.22|  -43.64|  0.80| 0.120|032.12191579|+37.85907730
  9990| 5.66|   1.79|   -0.82|   -1.63|  0.68| 0.595|032.16908238|+58.42360093
 10035| 5.84|   5.68|  -48.33|  -51.42|  0.66| 1.197|032.28871892|-43.51659586
 10053| 4.98|  10.19|   77.50|  -33.10|  0.95| 0.339|032.35556808|+25.93989223
 10064| 3.00|  26.24|  148.78|  -39.13|  0.77| 0.140|032.38594522|+34.98729693
 10155| 5.68|   4.90|   88.73|  -27.10|  0.86| 1.641|032.65665389|+19.50033764
 10212| 5.64|  23.52| -141.20| -114.26|  0.86| 0.569|032.83783009|+08.56980490
 10215| 6.00|  20.00|  -27.30| -171.15|  0.94| 0.418|032.84261021|-10.05216202
 10234| 5.94|   9.20|  -11.27|  -33.24|  0.83| 0.967|032.89931243|-01.82542945
 10280| 4.94|  10.68|  -64.59|  -61.07|  0.92| 0.770|033.09283449|+30.30306664
 10296| 5.96|   5.77|   41.64|   -6.28|  0.95| 1.366|033.15641173|+24.16777830
 10305| 5.65|  21.71|  374.41|  -73.08|  1.67| 0.546|033.19809079|-02.39363722
 10306| 5.23|  33.19|  162.52|    4.07|  0.85| 0.457|033.20035634|+21.21099307
 10320| 5.27|   9.82|   15.32|    7.15|  0.68|-0.013|033.22696028|-30.72382514
 10324| 4.36|   9.01|  -26.23|  -14.40|  1.28| 0.878|033.24998125|+08.84671730
 10326| 5.86|   8.17|   55.83|   40.75|  0.81| 1.006|033.25411349|-21.00013755
 10328| 5.72|   6.03|   99.23|  -20.94|  0.75| 1.551|033.26377183|+15.27985954
 10340| 4.84|   5.86|  -20.58|  -15.25|  0.73| 1.476|033.30551686|+44.23165196
 10366| 5.31|  16.39|  347.43| -170.79|  0.85| 0.926|033.40142588|+51.06581830
 10418| 5.57|   4.41|   25.19|   45.66|  0.49| 1.556|033.56059029|-67.84144101
 10440| 5.91|   9.77|  -20.87|  -26.12|  0.65| 0.965|033.63310636|-41.16676458
 10513| 5.67|   6.97|   43.01|  -12.65|  0.50| 1.306|033.86926940|-67.74636590
 10535| 5.57|  20.77|  -88.69|  -87.16|  0.89| 0.520|033.92823871|+25.04304345
 10540| 5.79|  24.93|  176.41|  -66.38|  0.88| 0.439|033.94187534|+25.78293743
 10559| 5.25|  11.13|  -14.86|  -33.25|  0.84|-0.004|033.98451972|+33.35889507
 10602| 3.56|  21.06|   90.75|  -21.90|  0.61|-0.120|034.12743894|-51.51216468
 10642| 5.51|   9.58|   93.21| -106.93|  0.93| 0.962|034.24601753|-06.42211620
 10644| 4.84|  92.20| 1151.61| -246.32|  0.84| 0.607|034.26345869|+34.22423111
 10670| 4.03|  27.73|   44.91|  -52.42|  0.84| 0.019|034.32861359|+33.84719358
 10718| 5.75|   8.61|   60.79|    5.04|  0.68| 1.175|034.49953200|+57.89982060
 10723| 5.60|  40.04|  365.99|  371.16|  0.92| 0.588|034.50599949|+01.75780187
 10729| 5.99|   4.59|  -13.48|   -1.81|  0.69| 1.039|034.51910362|+57.51632134
 10732| 5.58|   8.42|  -16.07|    0.90|  0.84| 0.011|034.53140185|+19.90116354
 10793| 5.29|   9.31|    6.72|   -0.04|  0.97| 0.037|034.73747203|+28.64267401
 10819| 5.31|  12.77|  -60.05|   -6.06|  0.70| 0.006|034.81998296|+47.37997309
 10871| 5.81|   5.78|   23.32|   18.71|  0.54| 1.570|034.97612918|-55.94479621
 10944| 5.57|   9.15|   38.84|  -31.23|  0.69|-0.089|035.24253440|+50.15146565
 11001| 4.08|  24.10|  -50.07|    2.38|  0.51| 0.034|035.43726143|-68.65941811
 11021| 5.29|   2.49|  -13.41|   -6.81|  0.88| 1.648|035.48594668|+00.39567548
 11029| 5.43|  33.48|  153.43|  -81.89|  0.93| 0.364|035.50638199|-10.77753362
 11033| 5.89|   6.47|    9.02|  -58.12|  0.87| 1.231|035.52076129|-17.66216933
 11046| 5.42|  11.68|  -17.62|  -45.98|  0.86| 0.335|035.55165239|-00.88485213
 11060| 5.16|   1.59|    0.36|   -1.19|  0.65| 0.369|035.58931055|+55.84565348
 11072| 5.19|  45.60|  197.34|   -4.39|  0.82| 0.608|035.63561159|-23.81632609
 11090| 5.81|  21.16|  -74.20|  -97.68|  0.74| 0.289|035.70960144|+41.39629730
 11095| 5.99|  10.26|  -81.59|   11.84|  0.51| 1.088|035.71793796|-73.64579219
 11102| 5.90|  16.30|   22.09|   66.01|  0.55| 0.213|035.72781208|-51.09212882
 11220| 5.19|   8.69|   24.54|  -35.79|  0.67| 0.979|036.10381778|+50.00654619
 11249| 5.48|   5.41|   19.63|  -13.60|  1.04|-0.098|036.20440136|+10.61056498
 11258| 5.36|  20.40|  -71.08| -131.04|  0.50| 0.395|036.22462811|-60.31194752
 11313| 4.73|   9.46|   23.79|  -14.35|  0.70| 1.532|036.40592791|+50.27863100
 11345| 4.88|   6.17|  -11.71|  -11.37|  0.87|-0.027|036.48752198|-12.29047964
 11348| 5.88|  15.24|  -44.31|  -54.13|  0.95| 0.116|036.50145519|-15.34124674
 11381| 5.89|  11.47|   86.18|  101.46|  0.73| 1.247|036.64674012|-20.04261694
 11407| 4.24|   6.17|   19.97|   -5.44|  0.60|-0.136|036.74634294|-47.70384014
 11432| 5.55|  11.39|  -23.81|  -28.18|  1.04| 1.114|036.86571544|+31.80128023
 11477| 5.13|  21.35|   18.56|    5.52|  0.65| 0.089|037.00709608|-33.81103904
 11484| 4.30|  18.53|   41.72|  -14.46|  1.75|-0.053|037.03976038|+08.46005355
 11486| 5.29|  21.01|  -14.81|  -85.50|  0.83| 0.311|037.04158500|+29.66933047
 11548| 5.89|  32.48|  -65.37|   72.52|  0.84| 0.591|037.20206105|+29.93176028
 11569| 4.46|  23.04|  -27.92|   37.06|  0.80| 0.153|037.26644081|+67.40247393
 11670| 5.88|  19.59|   61.69|  -72.93|  1.13| 0.412|037.63480803|+25.23503642
 11687| 6.00|  11.87|  -51.92|  -52.15|  1.15| 0.168|037.68834619|+00.25574908
 11738| 5.27|   6.85|   22.75|  -10.40|  0.98| 1.271|037.87539846|+02.26718161
 11757| 5.27|  11.18|  137.14|  -54.42|  0.48| 0.981|037.91893415|-79.10938186
 11767| 1.97|   7.56|   44.22|  -11.74|  0.48| 0.636|037.95451535|+89.26410951
 11783| 4.74|  38.73|  -80.92| -146.84|  0.87| 0.454|038.02178461|-15.24467680
 11784| 5.15|   8.33|   47.82|   16.43|  0.84| 1.472|038.02571027|+36.14727125
 11791| 5.36|  12.27|  -26.47|  -32.34|  1.13| 1.004|038.03925366|-01.03489611
 11840| 5.84|  12.54|  -54.69|  -19.22|  1.20| 1.083|038.21924713|+34.54240970
 11843| 6.00|  34.84|  -15.48|   36.89|  0.83| 0.572|038.22558556|+15.03455423
 11867| 5.91|   8.58|  -17.41|  -17.94|  0.66| 1.064|038.27927736|-34.64996687
 11918| 4.96|   7.19|  -12.69|   -1.40|  0.78|-0.050|038.46126669|-28.23234350
 12002| 5.74|   5.94|   60.32|  -64.45|  0.88| 1.393|038.67760483|-07.85944515
 12072| 5.72|   4.82|   -0.91|  -11.38|  0.92| 1.389|038.91142353|+37.31226284
 12086| 5.38|  -0.60|   19.55|  -51.20|  8.71| 1.652|038.94504727|+34.68755845
 12093| 4.87|   8.77|  -28.89|  -22.76|  1.11| 0.880|038.96863365|+05.59324631
 12107| 5.53|   6.31|  -33.57|  -59.29|  0.87| 1.607|039.00020130|-07.83159717
 12114| 5.79| 138.72| 1806.27| 1442.50|  1.04| 0.918|039.02039079|+06.88687029
 12122| 5.74|   5.02|  -15.95|   -5.75|  0.70| 1.017|039.03860710|-30.04497764
 12148| 5.81|  11.18|  -56.19|  -21.21|  0.93| 1.040|039.14612752|+07.73002606
 12153| 5.64|  28.40|  279.53|  -85.40|  0.87| 0.516|039.15798197|+12.44763871
 12181| 5.91|  18.42|  145.04| -165.36|  0.81| 0.502|039.23828169|+38.73358091
 12186| 5.78|  39.16|  -18.27| -259.92|  0.64| 0.653|039.24419965|-34.57797694
 12225| 5.30|  22.49|  111.29|    1.05|  1.84| 0.289|039.35154840|-52.54308590
 12239| 5.80|   4.00|   42.97|   -8.85|  0.61| 1.561|039.40028258|+65.74533624
 12247| 5.65|  10.29|   38.95|  -44.05|  0.97| 1.021|039.42416781|-03.39617474
 12273| 5.17|  12.73|  -28.90|   15.16|  0.54| 0.896|039.50846272|+72.81825166
 12288| 5.84|  27.99|   98.67|  -73.97|  0.74| 0.476|039.57775943|-30.19406253
 12332| 5.45|   9.41|   -7.08|  -15.12|  1.53| 0.168|039.70414390|+21.96140834
 12387| 4.08|   5.04|   14.44|   -2.53|  0.83|-0.212|039.87065299|+00.32851065
 12390| 4.83|  36.99|  172.01| -236.31|  1.76| 0.447|039.89097607|-11.87215595
 12394| 4.12|  21.27|   87.40|    0.56|  0.50|-0.061|039.89733900|-68.26694624
 12413| 4.74|  25.15|   92.11|  -15.07|  0.61| 0.061|039.94996945|-42.89166991
 12444| 5.79|  46.42| -138.45|  -78.69|  0.82| 0.524|040.05175765|-09.45287501
 12484| 5.21|  20.49|   32.76|    5.24|  0.56| 0.411|040.16505360|-54.54991148
 12486| 4.11|  22.42|  135.17|  -27.34|  0.57| 1.006|040.16681010|-39.85537550
 12489| 5.30|  13.97|   64.49|  -27.29|  0.84| 0.081|040.17114788|+27.06094270
 12530| 5.72|  46.24|  218.94| -125.30|  1.31| 0.511|040.30832736|-00.69565302
 12562| 5.98|  20.29|   -5.85|   55.86|  0.94| 0.429|040.39220418|-14.54927595
 12608| 5.99|   8.59|   20.46|   12.95|  0.62| 0.917|040.52752839|-38.38368632
 12623| 4.91|  40.52|  -16.84| -182.29|  1.25| 0.582|040.56214992|+40.19394381
 12640| 5.74|   9.64|   27.49|  -46.08|  0.88|-0.017|040.59141540|+20.01146490
 12653| 5.40|  58.00|  333.73|  219.21|  0.55| 0.561|040.63944366|-50.80029384
 12686| 5.85|   7.90|   57.18|  -31.68|  0.73| 1.125|040.74801450|+53.52610520
 12692| 5.76|   7.76|   34.78|  -21.32|  0.69|-0.110|040.76182552|+55.10601929
 12706| 3.47|  39.78| -146.43| -145.27|  0.95| 0.093|040.82516250|+03.23581853
 12719| 4.65|   8.82|    3.51|   -9.97|  1.78|-0.122|040.86296995|+27.70714655
 12768| 5.43|   4.71|    2.00|   -6.08|  0.89| 0.904|041.02149903|+44.29704002
 12770| 4.24|   7.40|   -7.58|   -8.40|  0.85|-0.122|041.03062458|-13.85869636
 12777| 4.10|  89.03|  334.03|  -89.96|  0.79| 0.514|041.04994313|+49.22844773
 12803| 5.78|   6.76|    4.29|  -15.63|  0.90|-0.024|041.13739078|+15.31186153
 12821| 5.95|   8.02|   17.48|  -32.55|  0.63| 0.136|041.20707139|+67.82463015
 12828| 4.27|  38.71|  285.17|  -30.40|  1.31| 0.311|041.23559307|+10.11414590
 12832| 5.17|  26.15|  124.10|  -84.80|  0.98| 0.234|041.23992306|+12.44576098
 12843| 4.47|  71.56|  330.93|   36.28|  0.76| 0.481|041.27577129|-18.57256259
 12871| 5.73|  18.23|   19.39|   -8.81|  0.52| 0.932|041.36449220|-63.70455293
 12876| 4.83|  11.06|   66.50|   44.02|  0.48| 0.058|041.38597694|-67.61661701
 13055| 5.80|   6.54|   18.78|  -78.40|  0.57| 1.300|041.94878463|+81.44847547
 13061| 4.52|  18.06|  148.42| -125.76|  0.84| 1.112|041.97725287|+29.24711818
 13108| 5.83|   6.50|   42.54|  -32.75|  0.95| 1.216|042.13370521|+18.28379052
 13121| 5.89|   7.08|   54.17|   -3.92|  0.88|-0.033|042.19126771|+25.18806369
 13141| 5.25|  19.73|   94.53|   29.02|  0.49| 0.101|042.25619836|-62.80652153
 13147| 4.45|  19.31|   86.96|  158.96|  0.67| 0.981|042.27258148|-32.40589767
 13165| 5.26|   5.41|    3.65|  -14.61|  1.06|-0.066|042.32316638|+17.46430897
 13202| 5.39|   5.88|   46.55|   22.19|  0.77| 0.013|042.47575765|-27.94198156
 13209| 3.61|  20.45|   65.47| -116.59|  0.79|-0.100|042.49596812|+27.26050706
 13225| 5.92|   6.52|   51.52|   20.27|  0.64| 0.899|042.56159976|-35.84363655
 13244| 4.76|   9.92|  -33.95|  -27.18|  0.48| 1.337|042.61858328|-75.06694714
